"CITY","STATE","COUNTRY","GENDER","AGE","MARITAL_STATUS","PROFESSION","REPELLENT_NEGTWEETS","REPELLENT","TENT"
"Guangzhou","NA","China","F","33","Married","Other","5","false","true"
"Hadano","NA","Japan","F","45","Married","Executive","4","true","true"
"Torreón","NA","Mexico","F","41","Married","Other","5","false","true"
"Aachen","NA","Germany","F","44","Married","Other","0","true","false"
"Ciudad de Madero","NA","Mexico","F","31","Married","Hospitality","8","false","true"
"Hamburg","NA","Germany","F","21","Married","Other","8","false","true"
"Shanghai","NA","China","M","23","Single","Executive","7","false","true"
"Greensburg","KY","United States","M","22","Single","Executive","5","false","true"
"Le Mans","NA","France","M","42","Single","Other","7","false","true"
"Sudbury","ON","Canada","M","26","Single","Professional","5","false","true"
"Vejle","NA","Denmark","F","33","Married","Executive","1","true","true"
"Guelph","ON","Canada","M","40","Single","Executive","8","false","true"
"Elm Grove","WI","United States","F","36","Married","Other","7","false","true"
"Bellinzona","NA","Switzerland","M","29","Single","Other","3","false","true"
"Melbourne","Vic","Australia","F","41","Married","Other","0","true","false"
"Lennoxville","QC","Canada","M","38","Married","Other","6","false","true"
"Leipzig","NA","Germany","M","44","Married","Trades","8","false","true"
"San Pedro Garza García","NA","Mexico","M","28","Single","Executive","5","false","true"
"Utrecht","NA","Netherlands","F","44","Married","Executive","5","false","true"
"Bellinzona","NA","Switzerland","M","19","Single","Trades","6","false","true"
"Shijiazhuang","NA","China","F","42","Married","Other","0","true","true"
"Roseville","CA","United States","M","19","Single","Student","1","true","false"
"Regensburg","NA","Germany","M","32","Married","Sales","6","false","true"
"Aguascalientes","NA","Mexico","M","25","Single","Other","9","false","true"
"Melbourne","Vic","Australia","F","28","Single","Other","8","false","true"
"Basel","NA","Switzerland","F","23","Married","Retail","0","true","false"
"Edmonton","AB","Canada","M","52","Unspecified","Other","7","false","true"
"Shanghai","NA","China","F","32","Married","Other","2","true","false"
"Rostov-on-Don","NA","Russia","F","48","Married","Executive","6","false","true"
"Prince George","BC","Canada","F","39","Unspecified","Hospitality","2","true","false"
"Los Angeles","CA","United States","M","21","Single","Other","7","false","true"
"Aachen","NA","Germany","M","23","Single","Student","7","false","true"
"Limoges","NA","France","M","41","Married","Other","8","false","true"
"Orlando","FL","United States","M","41","Married","Executive","8","false","true"
"Overland Park","KS","United States","M","35","Married","Sales","2","false","true"
"Walden","NY","United States","M","33","Married","Trades","6","false","true"
"Canberra","ACT","Australia","M","21","Single","Sales","5","false","true"
"Guangzhou","NA","China","F","32","Married","Other","1","true","false"
"Kansas City","MO","United States","M","22","Single","Professional","8","false","true"
"Catawba","NC","United States","M","30","Married","Executive","6","false","true"
"Changsha","NA","China","F","38","Married","Other","7","false","true"
"Chemnitz","NA","Germany","F","34","Married","Other","3","true","false"
"Nagaur","RJ","India","M","39","Unspecified","Sales","6","false","true"
"Strasbourg","NA","France","M","31","Married","Other","5","false","true"
"Cixi","NA","China","M","21","Single","Other","6","false","true"
"Genève","NA","Switzerland","F","24","Married","Retail","0","true","true"
"Shijiazhuang","NA","China","M","26","Single","Professional","4","true","false"
"Fukuoka","NA","Japan","F","49","Married","Hospitality","4","false","true"
"Brussel","NA","Belgium","F","33","Married","Hospitality","6","false","true"
"Tours","NA","France","M","37","Married","Other","6","false","true"
"Pontiac","MI","United States","F","48","Married","Hospitality","7","false","true"
"Elmhurst","IL","United States","F","31","Married","Other","4","true","false"
"Tukwila","WA","United States","M","29","Single","Executive","2","false","true"
"Hyderabad","NA","India","F","36","Married","Retail","2","true","false"
"Eastbourne","NA","United Kingdom","M","33","Married","Executive","10","false","true"
"Saskatoon","SK","Canada","M","33","Married","Trades","6","false","true"
"Würzburg","NA","Germany","F","33","Married","Other","3","true","false"
"Albany","NY","United States","M","40","Married","Sales","3","true","true"
"Beijing","NA","China","F","26","Married","Retail","2","true","false"
"Ulsan","NA","Korea","F","47","Married","Hospitality","0","true","false"
"Fukui","NA","Japan","F","47","Married","Other","2","true","true"
"St. Pölten","NA","Austria","F","41","Married","Other","1","true","true"
"Chemnitz","NA","Germany","M","29","Single","Sales","8","false","true"
"Nancy","NA","France","M","37","Married","Trades","7","false","true"
"Reims","NA","France","M","27","Single","Other","6","false","true"
"Yekaterinburg","NA","Russia","F","40","Unspecified","Hospitality","2","true","true"
"Laurel","DE","United States","F","22","Married","Retail","2","true","false"
"Guangzhou","NA","China","F","21","Married","Other","2","true","false"
"Casper","WY","United States","M","43","Married","Trades","1","true","false"
"Sendai","NA","Japan","M","22","Single","Sales","6","false","true"
"Balneário Camboriú","BR-SC","Brazil","F","48","Married","Executive","3","false","true"
"Jaipur","NA","India","M","25","Single","Other","8","false","true"
"Dresden","NA","Germany","F","29","Single","Other","4","false","true"
"Saarbrücken","NA","Germany","F","37","Unspecified","Other","8","false","true"
"Düsseldorf","NA","Germany","F","27","Single","Hospitality","7","false","true"
"Beijing","NA","China","M","19","Single","Executive","8","false","true"
"Chandigarh","CH","India","M","29","Single","Trades","8","false","true"
"Chandigarh","NA","India","M","50","Unspecified","Other","6","false","true"
"Essen","NA","Germany","M","40","Married","Sales","6","false","true"
"Heihe","NA","China","M","30","Single","Professional","7","false","true"
"Bologna","NA","Italy","F","21","Married","Other","2","true","false"
"Coventry","NA","United Kingdom","F","42","Unspecified","Hospitality","6","false","true"
"Barcelona","B","Spain","M","28","Single","Professional","9","false","true"
"Berlin","NA","Germany","M","41","Married","Other","7","false","true"
"Tours","NA","France","M","23","Single","Other","4","false","true"
"Bellinzona","NA","Switzerland","F","34","Unspecified","Professional","1","true","false"
"Bremen","NA","Germany","F","20","Single","Other","7","false","true"
"Cheney","WA","United States","F","43","Married","Other","7","false","true"
"Kyoto","NA","Japan","M","32","Single","Professional","8","false","true"
"Houston","TX","United States","M","23","Single","Sales","10","false","true"
"Adelaide","SA","Australia","M","29","Single","Other","9","false","true"
"Dübendorf","NA","Switzerland","M","32","Married","Trades","5","false","true"
"Timóteo","BR-MG","Brazil","M","26","Single","Other","9","false","true"
"Mulhouse","NA","France","M","23","Single","Other","7","false","true"
"Guarulhos","BR-SP","Brazil","F","41","Unspecified","Hospitality","2","true","false"
"Heidelberg","NA","Germany","M","39","Married","Other","3","true","false"
"Lambeth","NA","United Kingdom","F","22","Single","Other","9","false","true"
"Perth","WA","Australia","M","34","Married","Other","4","false","true"
"Singapore","Singapore","Singapore","F","45","Unspecified","Hospitality","1","true","true"
"Playa del Carmen","NA","Mexico","F","22","Married","Other","3","true","true"
"São Bernardo do Campo","BR-SP","Brazil","F","34","Married","Other","1","true","true"
"Fuxin","NA","China","F","36","Married","Other","8","false","true"
"Sydney","NSW","Australia","M","27","Single","Other","8","false","true"
"São Paulo","BR-SP","Brazil","F","26","Married","Other","3","true","false"
"Fukuoka","NA","Japan","F","41","Married","Other","6","false","true"
"Salvador","BR-BA","Brazil","M","27","Single","Other","8","false","true"
"Chiba","NA","Japan","F","30","Married","Other","5","false","true"
"Manhattan","KS","United States","M","43","Married","Sales","5","false","true"
"Lethbridge","AB","Canada","F","47","Married","Other","7","false","true"
"Cixi","NA","China","M","26","Single","Sales","10","false","true"
"Komae","NA","Japan","F","27","Single","Other","3","true","false"
"Esbjerg","NA","Denmark","F","29","Married","Retail","2","true","false"
"Grove","OK","United States","F","37","Married","Other","1","true","false"
"Qingdao","NA","China","F","27","Married","Other","2","true","false"
"Sergeant Bluff","IA","United States","F","46","Married","Other","2","true","false"
"Tijuana","NA","Mexico","F","25","Married","Other","2","true","false"
"Würzburg","NA","Germany","F","47","Married","Hospitality","2","true","false"
"Madison","SD","United States","F","54","Married","Other","11","false","true"
"Genève","NA","Switzerland","M","28","Single","Other","4","false","true"
"Las Vegas","NV","United States","F","37","Married","Other","1","true","false"
"Manaus","BR-AM","Brazil","F","23","Single","Other","3","true","false"
"Camborne","NA","United Kingdom","F","31","Single","Retail","0","true","false"
"Southampton","NA","United Kingdom","M","35","Married","Other","5","false","true"
"Tacoma","WA","United States","F","46","Married","Hospitality","7","false","true"
"Eskilstuna","NA","Sweden","F","49","Married","Executive","3","true","false"
"México","NA","Mexico","M","41","Married","Trades","6","false","true"
"Tampa","FL","United States","F","44","Unspecified","Hospitality","5","false","true"
"Denver","CO","United States","M","26","Single","Other","6","false","true"
"Cuernavaca","NA","Mexico","F","40","Married","Other","3","true","false"
"Volta Redonda","BR-RJ","Brazil","M","39","Single","Professional","6","false","true"
"San Nicolás de los Garza","NA","Mexico","M","20","Single","Other","2","false","true"
"Kaufman","TX","United States","F","30","Married","Retail","1","true","false"
"Salt Lake City","UT","United States","F","45","Married","Other","2","true","false"
"Henderson","NV","United States","F","34","Married","Hospitality","1","true","false"
"Qingdao","NA","China","M","27","Single","Other","5","false","true"
"Bromley","NA","United Kingdom","M","26","Single","Trades","6","false","true"
"Singapore","Singapore","Singapore","F","32","Married","Executive","7","false","true"
"Patna","NA","India","F","32","Married","Executive","6","false","true"
"Bonn","NA","Germany","F","30","Married","Other","10","false","true"
"Chelyabinsk","NA","Russia","M","34","Single","Professional","5","false","true"
"Ecatepec","NA","Mexico","F","49","Married","Executive","1","true","true"
"Rouen","NA","France","F","30","Married","Hospitality","0","true","true"
"Augusta","GA","United States","F","41","Married","Other","8","false","true"
"Porto Alegre","BR-RS","Brazil","F","40","Married","Other","1","true","false"
"Novosibirsk","NA","Russia","F","43","Married","Sales","1","true","false"
"Piteå","NA","Sweden","F","27","Married","Other","3","true","false"
"Seattle","WA","United States","M","25","Single","Sales","7","false","true"
"Birmingham","NA","United Kingdom","F","38","Married","Other","1","true","false"
"Lausanne","NA","Switzerland","F","40","Unspecified","Hospitality","8","false","true"
"Citrus Heights","CA","United States","F","22","Single","Hospitality","6","false","true"
"Salvador","BR-BA","Brazil","F","45","Unspecified","Hospitality","3","false","true"
"Perpignan","NA","France","F","49","Married","Hospitality","5","false","true"
"Lausanne","NA","Switzerland","F","45","Unspecified","Hospitality","8","false","true"
"Suwa","NA","Japan","F","34","Single","Retail","2","true","false"
"Brasília","BR-DF","Brazil","F","36","Unspecified","Hospitality","2","true","false"
